Name,Address,Rating,Website,Price Level,City,State,Website_name
Alla Vita,"564 W Randolph St, Chicago, IL 60661, USA",4.8,https://www.allavitachicago.com/,2,Chicago,IL,https://www.allavitachicago.com/
Au Cheval,"800 W Randolph St, Chicago, IL 60607, USA",4.6,https://www.auchevaldiner.com/chicago/home,2,Chicago,IL,https://www.auchevaldiner.com/chicago/home
Ema,"74 W Illinois St, Chicago, IL 60654, USA",4.5,https://www.emarestaurants.com/,2,Chicago,IL,https://www.emarestaurants.com/
Frontera Grill,"445 N Clark St, Chicago, IL 60654, USA",4.4,https://www.fronteragrill.com/,2,Chicago,IL,https://www.fronteragrill.com/
Greek Islands,"200 S Halsted St, Chicago, IL 60661, USA",4.6,https://www.greekislands.net/,2,Chicago,IL,https://www.greekislands.net/
Ocean Prime,"87 E Wacker Dr, Chicago, IL 60601, USA",4.7,https://www.ocean-prime.com/locations-menus/chicago,3,Chicago,IL,https://www.ocean-prime.com/locations-menus/chicago
Roka Akor - Chicago,"456 N Clark St, Chicago, IL 60654, USA",4.6,https://www.rokaakor.com/chicago/?utm_source=google&utm_medium=Yext,3,Chicago,IL,https://www.rokaakor.com/chicago/?utm_source=google&utm_medium=Yext
Rose Mary,"932 W Fulton St, Chicago, IL 60607, USA",4.6,https://www.rosemarychicago.com/,1,Chicago,IL,https://www.rosemarychicago.com/
Sepia,"123 N Jefferson St, Chicago, IL 60661, USA",4.6,https://www.sepiachicago.com/,3,Chicago,IL,https://www.sepiachicago.com/
Siena Tavern,"51 W Kinzie St, Chicago, IL 60654, USA",4.5,https://www.sienatavern.com/?utm_source=gmb&utm_medium=yext,3,Chicago,IL,https://www.sienatavern.com/?utm_source=gmb&utm_medium=yext
Smith & Wollensky - Chicago,"318 N State St, Chicago, IL 60654, USA",4.4,https://www.smithandwollensky.com/locations/chicago/,3,Chicago,IL,https://www.smithandwollensky.com/locations/chicago/
The Berghoff Restaurant,"17 W Adams St, Chicago, IL 60603, USA",4.5,https://www.theberghoff.com/,2,Chicago,IL,https://www.theberghoff.com/
The Capital Grille,"633 N St Clair St, Chicago, IL 60611, USA",4.7,https://www.thecapitalgrille.com/locations/il/chicago/chicago-downtown-magnificent-mile/8008?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:chicago-il-8008_pl:locurl_rd:1006,4,Chicago,IL,https://www.thecapitalgrille.com/locations/il/chicago/chicago-downtown-magnificent-mile/8008?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:chicago-il-8008_pl:locurl_rd:1006
The Kitchen American Bistro,"316 N Clark St, Chicago, IL 60654, USA",4.3,https://www.thekitchen.com/location/the-kitchen-chicago/,2,Chicago,IL,https://www.thekitchen.com/location/the-kitchen-chicago/
The Village,"71 W Monroe St, Chicago, IL 60603, USA",4.4,https://www.thevillage-chicago.com/,2,Chicago,IL,https://www.thevillage-chicago.com/
Viaggio Restaurant Chicago,"1027 W Madison St, Chicago, IL 60607, USA",4.7,https://www.viaggiochicago.com/,2,Chicago,IL,https://www.viaggiochicago.com/
Volare Ristorante Italiano,"201 E Grand Ave, Chicago, IL 60611, USA",4.6,https://www.volarerestaurant.com/?utm_source=google&utm_medium=gmb&utm_campaign=volare,2,Chicago,IL,https://www.volarerestaurant.com/?utm_source=google&utm_medium=gmb&utm_campaign=volare
White Palace Grill,"1159 S Canal St, Chicago, IL 60607, USA",4.2,https://www.whitepalacegrill.com/,1,Chicago,IL,https://www.whitepalacegrill.com/
XOCO,"65 W Illinois St, Chicago, IL 60654, USA",4.5,https://xocochicago.com/,2,Chicago,IL,https://xocochicago.com/
Arawan Thai Bistro and Dessert,"953 E Sahara Ave E-14, Las Vegas, NV 89104, USA",4.7,http://arawanthaibistrolv.com/,2,Las Vegas,IL,http://arawanthaibistrolv.com/
Carson Kitchen,"124 S 6th St #100, Las Vegas, NV 89101, USA",4.6,http://carsonkitchen.com/,2,Las Vegas,IL,http://carsonkitchen.com/
Tacotarian,"1130 S Casino Center Blvd #170, Las Vegas, NV 89104, USA",4.8,http://eattacotarian.com/,2,Las Vegas,IL,http://eattacotarian.com/
Siegel's 1941,"El Cortez, 600 E Fremont St, Las Vegas, NV 89101, USA",4.1,http://elcortezhotelcasino.com/,2,Las Vegas,IL,http://elcortezhotelcasino.com/
Evel Pie,"508 Fremont St, Las Vegas, NV 89101, USA",4.6,http://evelpie.com/,1,Las Vegas,IL,http://evelpie.com/
"Flippin' Good Chicken, Burgers, Beer","505 Fremont St, Las Vegas, NV 89101, USA",4.4,http://flippingood.com/,2,Las Vegas,IL,http://flippingood.com/
Peppermill and Fireside Lounge,"2985 Las Vegas Blvd S, Las Vegas, NV 89109, USA",4.5,http://peppermilllasvegas.com/,2,Las Vegas,IL,http://peppermilllasvegas.com/
Primal Steakhouse,"3542 S Maryland Pkwy, Las Vegas, NV 89169, USA",4.6,http://primalsteakhouse.com/,1,Las Vegas,IL,http://primalsteakhouse.com/
Sparrow + Wolf,"4480 Spring Mountain Rd #100, Las Vegas, NV 89102, USA",4.7,http://sparrowandwolflv.com/,3,Las Vegas,IL,http://sparrowandwolflv.com/
Top Of Binion's Steakhouse,"128 e Fremont St, Las Vegas, NV 89101, USA",4.6,http://www.binions.com/dining/binions_steakhouse.php,1,Las Vegas,IL,http://www.binions.com/dining/binions_steakhouse.php
Capo's Restaurant and Speakeasy,"5675 W Sahara Ave, Las Vegas, NV 89146, USA",4.6,http://www.caposrestaurant.com/,2,Las Vegas,IL,http://www.caposrestaurant.com/
Eiffel Tower Restaurant,"3655 S Las Vegas Blvd, Las Vegas, NV 89109, USA",4.6,http://www.eiffeltowerrestaurant.com/,4,Las Vegas,IL,http://www.eiffeltowerrestaurant.com/
Hugo's Cellar,"202 Fremont Street Experience, Las Vegas, NV 89101, USA",4.6,http://www.fourqueens.com/dining/hugos_cellar/index.php,4,Las Vegas,IL,http://www.fourqueens.com/dining/hugos_cellar/index.php
Gritz Cafe,"1911 Stella Lake St #150, Las Vegas, NV 89106, USA",4.6,http://www.gritzcafe.com/,1,Las Vegas,IL,http://www.gritzcafe.com/
Heart Attack Grill,"450 Fremont St #130, Las Vegas, NV 89101, USA",4.2,http://www.heartattackgrill.com/,2,Las Vegas,IL,http://www.heartattackgrill.com/
Herbs and Rye,"3713 W Sahara Ave, Las Vegas, NV 89102, USA",4.7,http://www.herbsandrye.com/,2,Las Vegas,IL,http://www.herbsandrye.com/
Italian American Club Restaurant,"2333 E Sahara Ave, Las Vegas, NV 89104, USA",4.7,http://www.iacvegas.com/,2,Las Vegas,IL,http://www.iacvegas.com/
Komol Restaurant,"953 E Sahara Ave Ste E10, Las Vegas, NV 89104, USA",4.5,http://www.komolthai.com/,2,Las Vegas,IL,http://www.komolthai.com/
Nacho Daddy - Downtown,"121 N 4th St, Las Vegas, NV 89101, USA",4.4,http://www.nachodaddy.com/,2,Las Vegas,IL,http://www.nachodaddy.com/
Omelet House,"2160 W Charleston Blvd A, Las Vegas, NV 89102, USA",4.7,http://www.omelethouselv.com/,2,Las Vegas,IL,http://www.omelethouselv.com/
Park On Fremont,"506 Fremont St, Las Vegas, NV 89101, USA",4.4,http://www.parkonfremont.com/,2,Las Vegas,IL,http://www.parkonfremont.com/
Pizza Rock,"201 N 3rd St, Las Vegas, NV 89101, USA",4.5,http://www.pizzarocklasvegas.com/,2,Las Vegas,IL,http://www.pizzarocklasvegas.com/
Taverna Costera,"1031 S Main St, Las Vegas, NV 89101, USA",4.6,http://www.tavernacostera.com/,2,Las Vegas,IL,http://www.tavernacostera.com/
Thai Paradise Restaurant - Las Vegas,"2226 Paradise Rd, Las Vegas, NV 89104, USA",4.4,http://www.thaiparadisenevada.com/,2,Las Vegas,IL,http://www.thaiparadisenevada.com/
Triple George Grill,"201 N 3rd St, Las Vegas, NV 89101, USA",4.5,http://www.triplegeorgegrill.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,2,Las Vegas,IL,http://www.triplegeorgegrill.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB
eat.,"707 Carson Ave, Las Vegas, NV 89101, USA",4.6,https://eatdtlv.chefnatalieyoung.com/,2,Las Vegas,IL,https://eatdtlv.chefnatalieyoung.com/
Eureka! Discover American Craft,"520 Fremont St, Las Vegas, NV 89101, USA",4.6,https://eurekarestaurantgroup.com/locations/las-vegas/,2,Las Vegas,IL,https://eurekarestaurantgroup.com/locations/las-vegas/
Hakkasan Restaurant Las Vegas,"MGM Grand Hotel & Casino, 3799 S Las Vegas Blvd, Las Vegas, NV 89109, USA",4.4,https://hakkasan.com/las-vegas/,4,Las Vegas,IL,https://hakkasan.com/las-vegas/
Last Vegas,"Korte Jansstraat 3, 3512 GM Utrecht, Netherlands",4.8,https://lastvegas.nl/,1,Las Vegas,IL,https://lastvegas.nl/
Le Thai,"523 Fremont St, Las Vegas, NV 89101, USA",4.7,https://lethaivegas.com/,2,Las Vegas,IL,https://lethaivegas.com/
The Original Lindo Michoacan,"2655 E Desert Inn Rd, Las Vegas, NV 89121, USA",4.6,https://lindomichoacan.com/,2,Las Vegas,IL,https://lindomichoacan.com/
Main St. Provisions,"1214 S Main St, Las Vegas, NV 89104, USA",4.8,https://linktr.ee/Mainstprov,2,Las Vegas,IL,https://linktr.ee/Mainstprov
Hash House A Go Go at The LINQ,"3535 Las Vegas Blvd S, Las Vegas, NV 89109, USA",4.5,https://linq.hashhouseagogo.com/,2,Las Vegas,IL,https://linq.hashhouseagogo.com/
Edge Steakhouse,"3000 Paradise Rd, Las Vegas, NV 89109, USA",4.5,https://resort.to/eslv?y_source=1_OTc1MjIxOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,2,Las Vegas,IL,https://resort.to/eslv?y_source=1_OTc1MjIxOS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Aloha Specialties,"12 E Ogden Ave #2F, Las Vegas, NV 89101, USA",4.5,https://thecal.boydgaming.com/dine/aloha-specialties,2,Las Vegas,IL,https://thecal.boydgaming.com/dine/aloha-specialties
Vegas Steakhouse American Grill Bar,"Gravenstraat 10, 1012 NM Amsterdam, Netherlands",4,https://vegassteakhouse.nl/,1,Las Vegas,IL,https://vegassteakhouse.nl/
CUT by Wolfgang Puck,"3325 Las Vegas Blvd S, Las Vegas, NV 89109, USA",4.4,https://wolfgangpuck.com/dining/cut-las-vegas/,3,Las Vegas,IL,https://wolfgangpuck.com/dining/cut-las-vegas/
7th & Carson,"616 E Carson Ave #110, Las Vegas, NV 89101, USA",4.6,https://www.7thandcarson.com/,2,Las Vegas,IL,https://www.7thandcarson.com/
Barry's Downtown Prime,"8 Fremont St, Las Vegas, NV 89101, USA",4.6,https://www.barrysdowntownprime.com/,4,Las Vegas,IL,https://www.barrysdowntownprime.com/
Chart House,"129 Fremont St, Las Vegas, NV 89101, USA",4.5,https://www.chart-house.com/location/chart-house-las-vegas-nv/,3,Las Vegas,IL,https://www.chart-house.com/location/chart-house-las-vegas-nv/
8 East,"8 Fremont St, Las Vegas, NV 89101, USA",4.7,https://www.circalasvegas.com/drink-dine/8-east/?utm_source=gmb&utm_medium=organic&utm_campaign=listing,2,Las Vegas,IL,https://www.circalasvegas.com/drink-dine/8-east/?utm_source=gmb&utm_medium=organic&utm_campaign=listing
Freedom Beat,"206 N 3rd St, Las Vegas, NV 89101, USA",4,https://www.downtowngrand.com/eat/freedom-beat/?utm_campaign=yext,2,Las Vegas,IL,https://www.downtowngrand.com/eat/freedom-beat/?utm_campaign=yext
Ferraro's Ristorante,"4480 Paradise Rd, Las Vegas, NV 89169, USA",4.6,https://www.ferraroslasvegas.com/,2,Las Vegas,IL,https://www.ferraroslasvegas.com/
Casa Don Juan Main St,"1204 S Main St, Las Vegas, NV 89104, USA",4.3,https://www.fooddiscoveryapp.com/las-vegas/casa-don-juan-main-st,2,Las Vegas,IL,https://www.fooddiscoveryapp.com/las-vegas/casa-don-juan-main-st
Claim Jumper Restaurants,"129 E Fremont St, Las Vegas, NV 89101, USA",4.1,https://www.goldennugget.com/las-vegas/restaurants/cj/,2,Las Vegas,IL,https://www.goldennugget.com/las-vegas/restaurants/cj/
Golden Steer Steakhouse Las Vegas,"308 W Sahara Ave, Las Vegas, NV 89102, USA",4.6,https://www.goldensteer.com/,4,Las Vegas,IL,https://www.goldensteer.com/
La Mojarra Loca Grill,"2797 S Maryland Pkwy, Las Vegas, NV 89109, USA",4.5,https://www.lamojarralocalasvegas.com/menu/,2,Las Vegas,IL,https://www.lamojarralocalasvegas.com/menu/
Ocean Prime Las Vegas,"3716 S Las Vegas Blvd #401, Las Vegas, NV 89158, USA",4.7,https://www.ocean-prime.com/locations-menus/las-vegas/,3,Las Vegas,IL,https://www.ocean-prime.com/locations-menus/las-vegas/
Bazaar Meat By José Andrés,"2535 S Las Vegas Blvd, Las Vegas, NV 89109, USA",4.5,https://www.saharalasvegas.com/restaurants-bars/bazaar-meat-by-jose-andres/,4,Las Vegas,IL,https://www.saharalasvegas.com/restaurants-bars/bazaar-meat-by-jose-andres/
Soulbelly BBQ,"1327 S Main St, Las Vegas, NV 89104, USA",4.2,https://www.soulbellybbq.com/,2,Las Vegas,IL,https://www.soulbellybbq.com/
The Capital Grille,"3200 Las Vegas Blvd S Suite 3300, Las Vegas, NV 89109, USA",4.6,https://www.thecapitalgrille.com/locations/nv/las-vegas/las-vegas/8020?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:las-vegas-nv-8020_pl:locurl_rd:1016,4,Las Vegas,IL,https://www.thecapitalgrille.com/locations/nv/las-vegas/las-vegas/8020?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:las-vegas-nv-8020_pl:locurl_rd:1016
Andiamo Steakhouse,"301 Fremont St, Las Vegas, NV 89101, USA",4.6,https://www.thed.com/bars-dining/dining/andiamo-steakhouse/?utm_source=gmb&utm_medium=organic&utm_campaign=listing,3,Las Vegas,IL,https://www.thed.com/bars-dining/dining/andiamo-steakhouse/?utm_source=gmb&utm_medium=organic&utm_campaign=listing
Top of the World,"2000 Las Vegas Blvd S, Las Vegas, NV 89104, USA",4.3,https://www.thestrat.com/restaurants/top-of-the-world?utm_source=gmb&utm_medium=yext,4,Las Vegas,IL,https://www.thestrat.com/restaurants/top-of-the-world?utm_source=gmb&utm_medium=yext
estiatorio Milos Las Vegas,"3355 S Las Vegas Blvd, Las Vegas, NV 89109, USA",4.4,https://www.venetianlasvegas.com/restaurants/estiatorio-milos.html,4,Las Vegas,IL,https://www.venetianlasvegas.com/restaurants/estiatorio-milos.html
Vic & Anthony's Steakhouse,"129 Fremont St, Las Vegas, NV 89101, USA",4.7,https://www.vicandanthonys.com/location/las-vegas/,4,Las Vegas,IL,https://www.vicandanthonys.com/location/las-vegas/
Delilah,"3131 Las Vegas Blvd S, Las Vegas, NV 89109, USA",4.5,https://www.wynnlasvegas.com/dining/fine-dining/delilah,4,Las Vegas,IL,https://www.wynnlasvegas.com/dining/fine-dining/delilah
Mizumi,"3131 Las Vegas Blvd S, Las Vegas, NV 89109, USA",4.5,https://www.wynnlasvegas.com/dining/fine-dining/mizumi,3,Las Vegas,IL,https://www.wynnlasvegas.com/dining/fine-dining/mizumi
Sinatra,"3131 Las Vegas Blvd S, Las Vegas, NV 89109, USA",4.7,https://www.wynnlasvegas.com/dining/fine-dining/sinatra,4,Las Vegas,IL,https://www.wynnlasvegas.com/dining/fine-dining/sinatra
Wing Lei,"3131 Las Vegas Blvd S, Las Vegas, NV 89109, USA",4.5,https://www.wynnlasvegas.com/dining/fine-dining/wing-lei,3,Las Vegas,IL,https://www.wynnlasvegas.com/dining/fine-dining/wing-lei
Esther's Kitchen,"1131 S Main St, Las Vegas, NV 89104, USA",4.6,,2,Las Vegas,IL,
AlmaRosa Restaurant & Lounge,"1250 S Miami Ave, Miami, FL 33130, USA",4.8,http://almarosagroup.com/,3,Miami,FL,http://almarosagroup.com/
Casa Tua Cucina,"70 SW 7th St, Miami, FL 33130, USA",4.4,http://casatuacucina.com/,3,Miami,FL,http://casatuacucina.com/
Niu Kitchen,"104 NE 2nd Ave, Miami, FL 33132, USA",4.6,http://niukitchen.com/,2,Miami,FL,http://niukitchen.com/
Black Market Miami,"168 SE 1st St, Miami, FL 33131, USA",4.6,http://www.blackmarketmia.com/,2,Miami,FL,http://www.blackmarketmia.com/
Boia De,"5205 NE 2nd Ave, Miami, FL 33137, USA",4.7,http://www.boiaderestaurant.com/,1,Miami,FL,http://www.boiaderestaurant.com/
Boulud Sud Miami,"255 Biscayne Blvd Way, Miami, FL 33131, USA",4.3,http://www.bouludsud.com/miami,3,Miami,FL,http://www.bouludsud.com/miami
Cajun Boil Brickell,"141 SW 7th St, Miami, FL 33130, USA",4.9,http://www.cajunboil.com/,2,Miami,FL,http://www.cajunboil.com/
Cantina La Veinte,"495 Brickell Ave, Miami, FL 33131, USA",4.3,http://www.cantinala20.com/,2,Miami,FL,http://www.cantinala20.com/
Casablanca on The Bay,"1717 N Bayshore Dr #200, Miami, FL 33132, USA",4,http://www.casablancaonthebay.com/,2,Miami,FL,http://www.casablancaonthebay.com/
Garcia's Seafood Grille & Fish Market,"398 NW N River Dr, Miami, FL 33128, USA",4.2,http://www.garciasmiami.com/,2,Miami,FL,http://www.garciasmiami.com/
Gyu-Kaku Japanese BBQ,"34 SW 13th St r1, Miami, FL 33130, USA",4.5,http://www.gyu-kaku.com/miami,2,Miami,FL,http://www.gyu-kaku.com/miami
Joia Beach,"1111 Parrot Jungle Trail, Miami, FL 33132, USA",4.1,http://www.joiabeachmiami.com/,1,Miami,FL,http://www.joiabeachmiami.com/
Komodo Miami,"801 Brickell Ave, Miami, FL 33131, USA",4.2,http://www.komodomiami.com/,4,Miami,FL,http://www.komodomiami.com/
KYU Miami,"251 NW 25th St, Miami, FL 33127, USA",4.6,http://www.kyurestaurants.com/,3,Miami,FL,http://www.kyurestaurants.com/
Macchialina,"820 Alton Rd, Miami Beach, FL 33139, USA",4.5,http://www.macchialina.com/,3,Miami,FL,http://www.macchialina.com/
Marion Miami,"1111 SW 1st Ave, Miami, FL 33130, USA",4.1,http://www.marionmiami.com/,3,Miami,FL,http://www.marionmiami.com/
Mignonette Downtown,"210 NE 18th St, Miami, FL 33132, USA",4.5,http://www.mignonettemiami.com/,2,Miami,FL,http://www.mignonettemiami.com/
Novecento,"900 S Miami Ave #260, Miami, FL 33130, USA",4.6,http://www.novecento.com/,2,Miami,FL,http://www.novecento.com/
Sanguich Little Havana,"2057 SW 8th St, Miami, FL 33135, USA",4.6,http://www.sanguich.com/,2,Miami,FL,http://www.sanguich.com/
Seaspice Brasserie & Lounge,"412 NW N River Dr, Miami, FL 33128, USA",4.2,http://www.seaspicemiami.com/,4,Miami,FL,http://www.seaspicemiami.com/
Toro Toro,"100 Chopin Plaza, Miami, FL 33131, USA",4.2,http://www.torotoromiami.com/?utm_source=google&utm_medium=organic&utm_campaign=business-listing,2,Miami,FL,http://www.torotoromiami.com/?utm_source=google&utm_medium=organic&utm_campaign=business-listing
Zeru Miami,"1395 Brickell Ave #180, Miami, FL 33131, USA",4.5,http://zerumiami.com/,1,Miami,FL,http://zerumiami.com/
Ariete,"3540 Main Hwy, Coconut Grove, FL 33133, USA",4.4,https://arietecoconutgrove.com/,2,Miami,FL,https://arietecoconutgrove.com/
Doce Provisions,"541 SW 12th Ave, Miami, FL 33130, USA",4.6,https://doceprovisions.com/doce-provisions-little-havana/,2,Miami,FL,https://doceprovisions.com/doce-provisions-little-havana/
Fooq's,"1035 N Miami Ave, Miami, FL 33136, USA",4.6,https://fooqsmiami.com/,2,Miami,FL,https://fooqsmiami.com/
Kaori Miami,"871 S Miami Ave, Miami, FL 33130, USA",4.5,https://kaorimiami.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,2,Miami,FL,https://kaorimiami.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb
Klaw Miami,"1737 N Bayshore Dr, Miami, FL 33132, USA",4.6,https://klawrestaurant.com/,4,Miami,FL,https://klawrestaurant.com/
LPM Restaurant & Bar,"1300 Brickell Bay Dr, Miami, FL 33131, USA",4.5,https://lpmrestaurants.com/miami/,4,Miami,FL,https://lpmrestaurants.com/miami/
ΜAU MIAMI,"3252 NE 1st Ave Suite 109, Miami, FL 33137, USA",3.9,https://maumia.com/,2,Miami,FL,https://maumia.com/
Meraki Greek Bistro,"190 SE 1st Ave, Miami, FL 33131, USA",4.5,https://merakidowntown.com/,2,Miami,FL,https://merakidowntown.com/
Moxies,"900 S Miami Ave #161, Miami, FL 33130, USA",4.3,https://moxies.com/restaurants/miami-mary-brickell?utm_source=GMB&utm_medium=google-location-listing&utm_campaign=organic,1,Miami,FL,https://moxies.com/restaurants/miami-mary-brickell?utm_source=GMB&utm_medium=google-location-listing&utm_campaign=organic
Crazy About You,"1155 Brickell Bay Dr #101, Miami, FL 33131, USA",4.8,https://passionrestaurantgroup.com/restaurants/crazy-about-you/,2,Miami,FL,https://passionrestaurantgroup.com/restaurants/crazy-about-you/
Dolores But You Can Call Me Lolita,"1000 S Miami Ave, Miami, FL 33130, USA",4.8,https://passionrestaurantgroup.com/restaurants/dolores-lolita/,2,Miami,FL,https://passionrestaurantgroup.com/restaurants/dolores-lolita/
Red Rooster Overtown,"920 NW 2nd Ave, Miami, FL 33136, USA",4.6,https://redroosterovertown.com/,2,Miami,FL,https://redroosterovertown.com/
Ristorante Fratelli Milano,"213 SE 1st St, Miami, FL 33131, USA",4.6,https://ristorantefratellimilano.com/?utm_source=google,2,Miami,FL,https://ristorantefratellimilano.com/?utm_source=google
Sexy Fish Miami,"1001 S Miami Ave, Miami, FL 33130, USA",4,https://sexyfishmiami.com/?utm_source=LocalGoogleExtNet&utm_medium=Organic,4,Miami,FL,https://sexyfishmiami.com/?utm_source=LocalGoogleExtNet&utm_medium=Organic
Truluck's Ocean's Finest Seafood and Crab,"777 Brickell Ave suite 110, Miami, FL 33131, USA",4.6,https://trulucks.com/locations/miami-florida/,4,Miami,FL,https://trulucks.com/locations/miami-florida/
Baires Grill - Brickell,"1010 S Miami Ave, Miami, FL 33130, USA",4.5,https://www.bairesgrill.com/,2,Miami,FL,https://www.bairesgrill.com/
Bunbury Miami,"55 NE 14th St, Miami, FL 33132, USA",4.7,https://www.bunburymiami.com/,2,Miami,FL,https://www.bunburymiami.com/
Cafe La Trova,"971 SW 8th St, Miami, FL 33130, USA",4.6,https://www.cafelatrova.com/,2,Miami,FL,https://www.cafelatrova.com/
CVI.CHE 105,"105 NE 3rd Ave, Miami, FL 33132, USA",4.8,https://www.ceviche105.com/,2,Miami,FL,https://www.ceviche105.com/
Cipriani Downtown Miami,"465 Brickell Ave CU1, Miami, FL 33131, USA",4.2,https://www.cipriani.com/cipriani-downtown-miami,4,Miami,FL,https://www.cipriani.com/cipriani-downtown-miami
Fiola Miami,"1500 San Ignacio Ave, Coral Gables, FL 33146, USA",4.6,https://www.fiolamiami.com/,2,Miami,FL,https://www.fiolamiami.com/
Giselle Miami,"15 NE 11th St, Miami, FL 33132, USA",4.8,https://www.gisellemiami.com/,1,Miami,FL,https://www.gisellemiami.com/
GORDON RAMSAY HELL'S KITCHEN,"333 Biscayne Blvd Way, Miami, FL 33131, USA",4.2,https://www.gordonramsayrestaurants.com/en/us/hells-kitchen/locations/miami,1,Miami,FL,https://www.gordonramsayrestaurants.com/en/us/hells-kitchen/locations/miami
Il Gabbiano,"335 S Biscayne Blvd, Miami, FL 33131, USA",4.4,https://www.ilgabbianomia.com/,4,Miami,FL,https://www.ilgabbianomia.com/
INTIMO,"840 1st St, Miami Beach, FL 33139, USA",4.9,https://www.inti-mo.com/,3,Miami,FL,https://www.inti-mo.com/
The Deck at Island Gardens,"888 Mac Arthur Cswy, Miami, FL 33132, USA",4.3,https://www.islandgardens.com/the-deck,3,Miami,FL,https://www.islandgardens.com/the-deck
La Cañita,"Bayside Marketplace, 401 Biscayne Blvd 2nd Floor, Miami, FL 33132, USA",4.8,https://www.lacanitamiami.com/,2,Miami,FL,https://www.lacanitamiami.com/
La Mar by Gastón Acurio,"500 Brickell Key Dr, Miami, FL 33131, USA",4.4,https://www.mandarinoriental.com/miami/brickell-key/fine-dining/restaurants/peruvian-cuisine/la-mar-by-gaston-acurio?htl=MOMIA&kw=MOMIA_la_mar&eng=google&src=local,3,Miami,FL,https://www.mandarinoriental.com/miami/brickell-key/fine-dining/restaurants/peruvian-cuisine/la-mar-by-gaston-acurio?htl=MOMIA&kw=MOMIA_la_mar&eng=google&src=local
Marabu Restaurant,"701 S Miami Ave Fl 4, Miami, FL 33131, USA",4.9,https://www.maraburestaurant.com/,2,Miami,FL,https://www.maraburestaurant.com/
Monty's Coconut Grove,"2550 S Bayshore Dr, Miami, FL 33133, USA",4.6,https://www.montysrawbar.com/,2,Miami,FL,https://www.montysrawbar.com/
North Italia,"900 S Miami Ave #111, Miami, FL 33130, USA",4.3,https://www.northitalia.com/locations/miami-fl/,2,Miami,FL,https://www.northitalia.com/locations/miami-fl/
ONE K MIAMI,"1000 S Miami Ave, Miami, FL 33130, USA",4.8,https://www.onekmiami.com/,1,Miami,FL,https://www.onekmiami.com/
Pollos & Jarras,"115 NE 3rd Ave, Miami, FL 33132, USA",4.9,https://www.pollosyjarras.com/,2,Miami,FL,https://www.pollosyjarras.com/
Quinto Miami,"788 Brickell Plaza, Miami, FL 33131, USA",4.2,https://www.quintomiami.us/,3,Miami,FL,https://www.quintomiami.us/
The Capital Grille,"444 Brickell Ave, Miami, FL 33131, USA",4.7,https://www.thecapitalgrille.com/locations/fl/miami/miami/8006?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:miami-fl-8006_pl:locurl_rd:1004,4,Miami,FL,https://www.thecapitalgrille.com/locations/fl/miami/miami/8006?cmpid=br:tcg_ag:ie_ch:loc_ca:TCGGMB_sn:gmb_gt:miami-fl-8006_pl:locurl_rd:1004
The Hampton Social - Brickell Miami,"900 S Miami Ave STE 220, Miami, FL 33130, USA",4.8,https://www.thehamptonsocial.com/miami,2,Miami,FL,https://www.thehamptonsocial.com/miami
Rusty Pelican Miami,"3201 Rickenbacker Cwy, Key Biscayne, FL 33149, USA",4.7,https://www.therustypelican.com/,3,Miami,FL,https://www.therustypelican.com/
Fiore Caffe Miami,"228 SE 1st St, Miami, FL 33131, USA",4.8,,2,Miami,FL,
400 Gradi Dallas,"2000 Ross Ave Suite 140, Dallas, TX 75201, USA",4.6,http://400gradi-dallas.com/,2,Dallas,TX,http://400gradi-dallas.com/
Fearing's Restaurant,"2121 McKinney Ave, Dallas, TX 75201, USA",4.6,http://fearingsrestaurant.com/,4,Dallas,TX,http://fearingsrestaurant.com/
Haywire,"1920 McKinney Ave Ste 100, Dallas, TX 75201, USA",4.5,http://haywirerestaurant.com/,2,Dallas,TX,http://haywirerestaurant.com/
Namak Indian Cuisine,"1700 Pacific Avenue S, N Ervay St c101, Dallas, TX 75201, USA",4.8,http://namakdallas.com/,2,Dallas,TX,http://namakdallas.com/
Rodeo Goat,"1926 Market Center Blvd, Dallas, TX 75207, USA",4.6,http://rodeogoat.com/dallas/,2,Dallas,TX,http://rodeogoat.com/dallas/
Billy Can Can,"2386 Victory Park Ln, Dallas, TX 75219, USA",4.7,http://www.billycancan.com/,2,Dallas,TX,http://www.billycancan.com/
Chop House Burger,"1501 Main St, Dallas, TX 75201, USA",4.3,http://www.chophouseburger.com/,2,Dallas,TX,http://www.chophouseburger.com/
Dallas Chop House,"1717 Main St, Dallas, TX 75201, USA",4.3,http://www.dallaschophouse.com/,3,Dallas,TX,http://www.dallaschophouse.com/
